,id,label
0,n02107908_3728,0
1,n02101006_1934,0
2,n02093647_356,0
3,n02099712_7411,0
4,n02093647_1905,0
5,n02097298_825,0
6,n02106030_9339,0
7,n02097047_1556,0
8,n02097298_11133,0
9,n02115641_5492,1
10,n02101006_266,1
11,n02093647_630,0
12,n02102973_1200,0
13,n02089867_3456,0
14,n02105641_7727,0
15,n02101006_1506,0
16,n02089867_3133,0
17,n02087046_4402,0
18,n02105641_10280,0
19,n02106382_1700,0
20,n02100583_7904,0
21,n02088364_2019,0
22,n02091467_3055,1
23,n02097209_3423,0
24,n02102973_457,0
25,n02110185_12498,1
26,n02106030_16338,0
27,n02091467_5592,0
28,n02094114_4445,0
29,n02091635_335,0
30,n02097047_271,0
31,n02097298_9217,0
32,n02096585_8065,0
33,n02094114_3060,0
34,n02096585_1281,0
35,n02087046_420,0
36,n02102973_2870,0
37,n02100877_6852,0
38,n02097298_13452,0
39,n02101006_489,1
40,n02099267_5669,1
41,n02102973_5064,0
42,n02115641_12922,0
43,n02115641_7119,1
44,n02100583_3383,0
45,n02102973_3978,0
46,n02094114_513,0
47,n02100877_4506,0
48,n02093647_1278,0
49,n02106030_7895,0
50,n02110185_2446,0
51,n02100236_965,0
52,n02089867_2950,0
53,n02087046_2058,0
54,n02106382_469,0
55,n02115641_6575,1
56,n02115641_6577,1
57,n02110185_7879,0
58,n02091635_134,0
59,n02091635_3479,0
60,n02100236_4490,0
61,n02093647_1870,0
62,n02096585_1525,0
63,n02100583_13297,0
64,n02106382_2195,0
65,n02094114_2625,0
66,n02093647_1736,0
67,n02099712_357,1
68,n02106030_14089,0
69,n02091635_3900,0
70,n02113624_2609,0
71,n02115641_2513,0
72,n02089867_2010,0
73,n02100236_1529,0
74,n02099712_9373,0
75,n02093647_1495,0
76,n02097298_6681,0
77,n02100877_8507,0
78,n02087046_4401,0
79,n02102973_4794,0
80,n02099267_4562,1
81,n02091467_898,0
82,n02094114_699,0
83,n02106382_4243,0
84,n02107908_2543,1
85,n02102973_480,0
86,n02113624_3462,0
87,n02115641_4607,1
88,n02105641_8760,0
89,n02088364_12816,1
90,n02106030_19383,0
91,n02106030_17232,0
92,n02100877_6462,0
93,n02096585_11427,0
94,n02102973_4597,0
95,n02097298_7371,0
96,n02113624_7997,0
97,n02110185_1164,0
98,n02097298_7629,0
99,n02115641_9686,1
100,n02093647_2349,0
101,n02087046_1989,0
102,n02099712_6901,1
103,n02094114_2631,0
104,n02107908_451,1
105,n02091635_2014,0
106,n02110185_8154,0
107,n02094114_1847,0
108,n02110185_11409,1
109,n02106030_18288,0
110,n02110185_10273,0
111,n02101006_1707,1
112,n02089867_91,0
113,n02113624_1077,0
114,n02097047_5644,0
115,n02097209_2477,0
116,n02089867_3253,0
117,n02096585_11180,0
118,n02101006_2540,0
119,n02105641_9319,0
120,n02097209_1,0
121,n02115641_3977,0
122,n02091635_4705,0
123,n02089867_1295,0
124,n02091467_4049,0
125,n02107908_5371,0
126,n02100877_4704,0
127,n02102973_1377,0
128,n02100236_5834,0
